Compound,mp-id,log10_melt_temp_K,delta_T_vegard,melt_temp_K,melt_temp_C,coh_en,bulk_m,shear_m,form_e_per_atom,e_per_atom,density,%ic,M_ave,M_aveX,M_sd,M_sdX,M_harm,M_harmX,M_geo,M_geoX,M_quad,M_quadX,radius_ave,radius_aveX,radius_sd,radius_sdX,radius_harm,radius_harmX,radius_geo,radius_geoX,radius_quad,radius_quadX,atomic_num_ave,atomic_num_aveX,atomic_num_sd,atomic_num_sdX,atomic_num_harm,atomic_num_harmX,atomic_num_geo,atomic_num_geoX,atomic_num_quad,atomic_num_quadX,row_ave,row_aveX,row_sd,row_sdX,row_harm,row_harmX,row_geo,row_geoX,row_quad,row_quadX,group_ave,group_aveX,group_sd,group_sdX,group_harm,group_harmX,group_geo,group_geoX,group_quad,group_quadX,electro_ave,electro_aveX,electro_sd,electro_sdX,electro_harm,electro_harmX,electro_geo,electro_geoX,electro_quad,electro_quadX,vol_ave,vol_aveX,vol_sd,vol_sdX,vol_harm,vol_harmX,vol_geo,vol_geoX,vol_quad,vol_quadX,melt_temp_ave,melt_temp_aveX,melt_temp_sd,melt_temp_sdX,melt_temp_harm,melt_temp_harmX,melt_temp_geo,melt_temp_geoX,melt_temp_quad,melt_temp_quadX,compound_type
CuF2,mp-1229,3.044990284,620.8733333,1109.15,836.0,3.611674273,95.30671719,27.59306725,-1.832225651,-4.145661297,4.753942975,66.09473927,41.2722016,33.84760213,22.2737984,8.516397867,29.2514691,24.79161882,34.74582752,28.41237075,46.89900553,39.8328707,0.925,0.783333333,0.425,0.116666667,0.72972973,0.6328125,0.821583836,0.696238325,1.017963654,0.879867414,19.0,15.66666667,10.0,3.666666667,13.73684211,11.68656716,16.15549442,13.29314287,21.47091055,18.2847842,3.0,2.666666667,1.0,0.0,2.666666667,2.4,2.828427125,2.5198421,3.16227766,2.828427125,14.0,15.0,3.0,7.666666667,13.35714286,14.38461538,13.67479433,14.70381995,14.31782106,15.26433752,2.94,3.286666667,1.04,2.02,2.572108844,2.915938303,2.749909089,3.110569541,3.118525293,3.42981049,9.155,9.836666667,2.045,5.096666667,8.698197706,9.397954367,8.923676372,9.625764127,9.380620982,10.02383992,705.65,488.2766667,652.12,416.9033333,102.9992604,78.74278523,269.5949334,157.2800234,960.8342297,785.1263794,hal
Dy2O3,mp-2345,3.428321112,1976.27,2681.15,2408.0,7.811759938,194.8657085,79.85586474,-4.018858577,-8.408972594,8.144291075,70.83205927,89.2497,74.59964,73.2503,55.40036,29.13065814,25.023181,50.98923906,40.4392939,115.4604495,103.5185417,1.175,1.06,0.575,0.34,0.893617021,0.813953488,1.024695077,0.920674193,1.308147545,1.200416594,37.0,31.2,29.0,21.6,14.27027027,12.3364486,22.97825059,18.60679473,47.01063709,42.19952606,5.0,4.4,3.0,2.0,3.2,2.857142857,4.0,3.482202253,5.830951895,5.291502622,14.0,14.4,2.0,4.8,13.71428571,14.11764706,13.85640646,14.26081966,14.14213562,14.5327217,2.33,2.552,1.11,1.576,1.801201717,1.990891841,2.048609284,2.272369742,2.580891319,2.774080028,18.185,18.02,0.825,2.812,18.14757217,17.98439237,18.16627645,18.00207966,18.20370429,18.03812074,867.4,704.88,812.6,639.12,106.1378833,89.38946714,303.4205003,215.4725979,1188.571209,1063.372853,ox
DyBr3,mp-864982,3.062262256,534.8,1154.15,881.0,4.004582335,19.64495175,7.927008902,-1.8526657,-4.232057315,3.592237189,53.08815576,121.202,100.553,41.298,19.303,107.1302454,91.53548442,113.9491114,95.42007022,128.0447172,106.7241744,1.45,1.3,0.3,0.425,1.387931034,1.2578125,1.418626096,1.277270531,1.480709289,1.325707358,50.5,42.75,15.5,9.75,45.74257426,39.65665236,48.06245936,41.01446181,52.82518339,44.80792341,6.0,5.0,2.0,1.0,5.333333333,4.571428571,5.656854249,4.75682846,6.32455532,5.291502622,14.5,15.75,2.5,9.75,14.06896552,15.39622642,14.28285686,15.58231583,14.71393897,15.8981131,2.09,2.525,0.87,1.915,1.72784689,2.181993958,1.900315763,2.37169447,2.263846285,2.635014231,19.395,19.5875,0.385,10.0825,19.38735757,19.58171071,19.39117841,19.5846243,19.39882084,19.59033754,972.9,619.35,707.1,220.65,458.9824237,336.6459346,668.239478,421.4475688,1202.715602,870.9691326,hal
DyCl3,mp-28448,2.96385863,371.45,920.15,647.0,4.534667476,48.02727487,14.5298858,-2.698236934,-4.790321876,3.903918554,60.97235715,98.9765,67.21475,63.5235,14.03525,58.20687234,44.06600593,75.90199273,51.87439974,117.6077489,86.85763586,1.375,1.1875,0.375,0.3125,1.272727273,1.12,1.322875656,1.150163317,1.425219281,1.231107225,41.5,29.25,24.5,3.75,27.03614458,20.8744186,33.49626845,23.86286998,48.19232304,36.13516293,5.5,4.25,2.5,0.25,4.363636364,3.555555556,4.898979486,3.833658625,6.041522987,4.769696007,14.5,15.75,2.5,9.75,14.06896552,15.39622642,14.28285686,15.58231583,14.71393897,15.8981131,2.19,2.675,0.97,2.065,1.760365297,2.26111437,1.963466323,2.490894133,2.39520354,2.803800992,18.2,17.795,0.81,8.29,18.16395055,17.76855146,18.18196634,17.78157458,18.21801581,17.80882085,925.8,548.7,754.2,291.3,311.3933895,221.2664057,536.9245757,303.539548,1194.120295,853.0445006,hal
Er2O3,mp-679,3.417828615,1863.47,2617.15,2344.0,7.82902254,206.5402253,84.03510757,-4.066364767,-8.440733968,8.653693642,70.18027206,91.6292,76.50324,75.6298,57.30396,29.20514033,25.06711286,51.73049047,40.90892018,118.8098352,106.5073599,1.175,1.06,0.575,0.34,0.893617021,0.813953488,1.024695077,0.920674193,1.308147545,1.200416594,38.0,32.0,30.0,22.4,14.31578947,12.36363636,23.32380758,18.83031379,48.41487375,43.45112196,5.0,4.4,3.0,2.0,3.2,2.857142857,4.0,3.482202253,5.830951895,5.291502622,15.0,15.2,1.0,4.0,14.93333333,15.13513514,14.96662955,15.16782132,15.03329638,15.23154621,2.34,2.56,1.1,1.568,1.822905983,2.012075472,2.065332903,2.287197879,2.585652722,2.777624885,17.91,17.8,0.55,3.032,17.89310999,17.78388457,17.90155301,17.79190747,17.91844301,17.80815544,928.4,753.68,873.6,687.92,106.3653598,89.51845674,314.2444908,221.6002519,1274.795482,1140.475087,ox
ErCl3,mp-867891,3.020008897,467.95,1047.15,774.0,4.472159829,30.66377657,10.15818094,-2.654631529,-4.736875961,3.115022619,60.21180795,101.356,68.4045,65.903,15.225,58.5050054,44.15117046,77.00541102,52.25009892,120.8976598,89.08748328,1.375,1.1875,0.375,0.3125,1.272727273,1.12,1.322875656,1.150163317,1.425219281,1.231107225,42.5,29.75,25.5,4.25,27.2,20.92307692,34.0,24.04163056,49.56309111,37.05064102,5.5,4.25,2.5,0.25,4.363636364,3.555555556,4.898979486,3.833658625,6.041522987,4.769696007,15.5,16.25,1.5,9.25,15.35483871,16.13559322,15.42724862,16.19454311,15.5724115,16.30184039,2.2,2.68,0.96,2.06,1.781090909,2.278139535,1.979494885,2.501040551,2.40033331,2.805993585,17.925,17.6575,0.535,8.4275,17.90903208,17.64570015,17.91701426,17.65154039,17.93298218,17.66357764,986.8,579.2,815.2,321.8,313.359546,221.7607573,556.0784117,308.9062244,1279.970812,913.1735432,hal
ErF3,mp-9371,3.210358656,1132.5025,1623.15,1350.0,6.25460951,194.134789,62.90415816,-4.493422217,-6.700691018,7.477902633,84.6936131,93.1287016,56.0635524,74.1302984,27.5659476,34.12110194,24.40709681,56.37068317,32.72541776,119.0304843,85.23260974,1.125,0.8125,0.625,0.0625,0.777777778,0.608695652,0.935414347,0.6838912,1.286953768,0.97628121,38.5,23.75,29.5,10.25,15.8961039,11.49295775,24.73863375,14.92138411,48.50257725,34.88194375,5.0,3.5,3.0,0.5,3.2,2.461538462,4.0,2.828427125,5.830951895,4.358898944,15.5,16.25,1.5,9.25,15.35483871,16.13559322,15.42724862,16.19454311,15.5724115,16.30184039,2.61,3.295,1.37,2.675,1.890881226,2.56374026,2.221531004,2.973498511,2.947710976,3.50209937,14.83,13.015,3.63,3.785,13.94146999,12.42126765,14.37887339,12.69028691,15.26780272,13.38928303,927.765,490.6475,874.235,410.3525,103.9714367,70.67352684,310.5818089,128.9396922,1274.768501,902.1918286,hal
ErI3,mp-866003,3.111648904,552.5125,1293.15,1020.0,3.41567963,14.88779686,7.506439729,-1.343245569,-3.628108568,4.356166676,39.59510251,147.081735,136.9931025,20.177265,53.3636025,144.3137365,135.0503602,145.6911622,135.9737465,148.4592833,138.1030472,1.575,1.4875,0.175,0.6125,1.555555556,1.473684211,1.565247584,1.480319769,1.584692399,1.495200655,60.5,56.75,7.5,22.75,59.57024793,56.09338521,60.03332408,56.4071465,60.9631036,57.12048669,6.5,5.75,1.5,1.75,6.153846154,5.517241379,6.32455532,5.623413252,6.670832032,5.894913061,15.5,16.25,1.5,9.25,15.35483871,16.13559322,15.42724862,16.19454311,15.5724115,16.30184039,1.95,2.305,0.71,1.685,1.691487179,2.067962382,1.816149774,2.19794413,2.075234926,2.385602649,22.09,23.905,3.63,14.675,21.49349027,23.41756843,21.78970399,23.67342786,22.38626811,24.11082122,1094.425,740.6375,707.575,160.3625,636.9588597,481.3545664,834.9273621,568.3235434,1303.237684,961.2703532,hal
EuCl3,mp-569895,2.952380709,492.7,896.15,623.0,3.52045687,46.92772803,11.24293112,-2.292512899,-5.805912,4.091861101,61.72602406,93.7085,64.58075,58.2555,11.40125,57.49296693,43.85985157,73.40013414,51.012302,110.3403202,81.95090439,1.425,1.2125,0.425,0.2875,1.298245614,1.129770992,1.360147051,1.166253425,1.487027236,1.26713259,40.0,28.5,23.0,3.0,26.775,20.7961165,32.72613634,23.58695228,46.14108798,34.7706773,5.5,4.25,2.5,0.25,4.363636364,3.555555556,4.898979486,3.833658625,6.041522987,4.769696007,13.0,15.0,4.0,10.5,11.76923077,13.90909091,12.36931688,14.50097883,13.60147051,15.39480432,2.18,2.67,0.98,2.07,1.739449541,2.243786982,1.947305831,2.480622185,2.390146439,2.801642375,23.18,20.285,5.79,5.8,21.73374892,19.32074017,22.44522889,19.75658195,23.89218491,20.89555694,635.3,403.45,463.7,146.05,296.8493625,217.4807127,434.2676594,272.9841211,786.5264013,569.2408717,hal
EuF2,mp-504731,3.218312261,1251.13,1653.15,1380.0,5.34697733,121.8043282,31.53097532,-4.091493192,-8.469207773,6.208351324,85.51562929,85.4812016,63.3202688,66.4827984,37.98906453,33.77436547,26.82103398,53.73149304,37.99487083,108.2912661,89.09720524,1.175,0.95,0.675,0.283333333,0.787234043,0.660714286,0.961769203,0.773340187,1.355083023,1.143459663,36.0,27.0,27.0,15.0,15.75,12.6,23.8117618,17.21638064,45.0,37.10795063,5.0,4.0,3.0,1.333333333,3.2,2.666666667,4.0,3.174802104,5.830951895,4.898979486,13.0,14.33333333,4.0,8.333333333,11.76923077,13.11428571,12.36931688,13.75245135,13.60147051,14.82115605,2.59,3.053333333,1.39,2.253333333,1.844015444,2.245768025,2.185406141,2.668798573,2.939421712,3.322689674,20.085,17.12333333,8.885,2.19,16.15454319,14.07856523,18.01288428,15.37428214,21.96247823,19.06253656,576.265,402.02,522.735,330.6466667,102.0875292,78.38599086,242.5478716,146.576403,778.0316385,636.0115098,hal
EuF3,mp-19908,3.22093142,1348.2525,1663.15,1390.0,4.034230655,130.4906688,26.26934926,-2.862627691,-6.50105116,6.520795616,85.51562929,85.4812016,52.2398024,66.4827984,23.7421976,33.77436547,24.31780743,53.73149304,31.95015758,108.2912661,77.74296635,1.175,0.8375,0.675,0.0875,0.787234043,0.611570248,0.961769203,0.693458435,1.355083023,1.021334911,36.0,22.5,27.0,9.0,15.75,11.45454545,23.8117618,14.63918906,45.0,32.44996148,5.0,3.5,3.0,0.5,3.2,2.461538462,4.0,2.828427125,5.830951895,4.358898944,13.0,15.0,4.0,10.5,11.76923077,13.90909091,12.36931688,14.50097883,13.60147051,15.39480432,2.59,3.285,1.39,2.685,1.844015444,2.520316623,2.185406141,2.949223023,2.939421712,3.498614011,20.085,15.6425,8.885,1.1575,16.15454319,13.22858017,18.01288428,14.2036722,21.96247823,17.43259089,576.265,314.8975,522.735,234.6025,102.0875292,70.23303179,242.5478716,113.9455465,778.0316385,551.4520339,hal
Fe2Br,mp-22880,2.980980004,176.2833333,957.15,684.0,2.669508233,34.01582215,10.86237316,-0.04072264,-3.955106013,4.536917402,27.32879793,67.8745,71.88433333,12.0295,34.65433333,65.74249357,69.87022892,66.79999162,70.90993907,68.9322611,72.77353561,1.275,1.233333333,0.125,0.3,1.262745098,1.22278481,1.268857754,1.227932721,1.281112798,1.238951169,30.5,32.0,4.5,14.66666667,29.83606557,31.37931034,30.16620626,31.69833704,30.83018002,32.28002478,4.0,4.0,0.0,1.333333333,4.0,4.0,4.0,4.0,4.0,4.0,12.5,14.0,4.5,8.666666667,10.88,12.36363636,11.66190379,13.22297804,13.28533026,14.62873884,2.395,2.583333333,0.565,1.363333333,2.2617119,2.454743202,2.327401985,2.521611466,2.460741758,2.637682063,13.435,15.55,6.345,10.82333333,10.43842203,12.38871025,11.84230552,14.05075313,14.85793559,16.66098136,1038.4,780.8666667,772.6,426.4666667,463.5629815,371.4417923,693.8038628,503.8981932,1294.289504,1067.867077,hal
Fe3O4,mp-19306,3.271876442,1062.692857,1870.15,1597.0,5.976216382,137.6328063,50.2144124,-1.858679269,-6.743186839,4.94999305,47.6922164,35.9222,33.07608571,19.9228,14.79105714,24.87282218,23.0468234,29.89124442,27.33800447,41.07703023,38.50772701,1.0,0.942857143,0.4,0.257142857,0.84,0.794594595,0.916515139,0.862691635,1.077032961,1.022601724,17.0,15.71428571,9.0,6.571428571,12.23529412,11.375,14.4222051,13.25771169,19.23538406,18.06338048,3.0,2.857142857,1.0,0.571428571,2.666666667,2.545454545,2.828427125,2.691800385,3.16227766,3.023715784,12.0,12.57142857,4.0,5.714285714,10.66666667,11.2,11.3137085,11.88795431,12.64911064,13.18007154,2.635,2.75,0.805,1.181428571,2.389070209,2.498095238,2.509023715,2.624725332,2.755222314,2.863092733,12.225,12.95857143,5.135,6.881428571,10.06808998,10.7108006,11.09425076,11.82705996,13.25967006,13.91957871,932.9,807.4571429,878.1,744.8285714,106.3809626,93.77188057,315.0282527,245.3802785,1281.156517,1186.301284,ox
FeCl2,mp-23229,2.977792173,232.0833333,950.15,677.0,3.047200073,38.89341205,11.56523225,-0.698846562,-4.357846227,2.932922512,35.73949669,45.649,42.25033333,10.196,5.020333333,43.37165732,40.36629914,44.49576143,41.25058313,46.77381337,43.33010671,1.2,1.133333333,0.2,0.2,1.166666667,1.105263158,1.183215957,1.118688942,1.216552506,1.148912529,21.5,20.0,4.5,2.666666667,20.55813953,19.2173913,21.02379604,19.58651022,21.96588264,20.4450483,3.5,3.333333333,0.5,0.666666667,3.428571429,3.272727273,3.464101615,3.301927249,3.535533906,3.366501646,12.5,14.0,4.5,8.666666667,10.88,12.36363636,11.66190379,13.22297804,13.28533026,14.62873884,2.495,2.716666667,0.665,1.496666667,2.317755511,2.543753666,2.404745309,2.633955409,2.582101857,2.7880758,12.24,13.95666667,5.15,9.23,10.07312908,11.71635413,11.10383267,12.89481551,13.27931098,14.7771479,991.3,718.0666667,819.7,489.2666667,313.4950066,245.7567482,557.4653352,376.4012056,1286.306254,1054.927189,hal
FeF2,mp-556911,3.094523534,603.7966667,1243.15,970.0,5.068956845,96.81406261,30.46043042,-2.770684229,-5.629816665,4.0672978,68.51393125,37.4217016,31.28060213,18.4232984,5.949397867,28.35161902,24.35485783,32.57247038,27.21486381,41.71092992,35.77961558,0.95,0.8,0.45,0.133333333,0.736842105,0.636363636,0.836660027,0.704729873,1.051189802,0.905538514,17.5,14.66666667,8.5,2.666666667,13.37142857,11.50819672,15.29705854,12.81797605,19.45507646,16.71326818,3.0,2.666666667,1.0,0.0,2.666666667,2.4,2.828427125,2.5198421,3.16227766,2.828427125,12.5,14.0,4.5,8.666666667,10.88,12.36363636,11.66190379,13.22297804,13.28533026,14.62873884,2.905,3.263333333,1.075,2.043333333,2.507194492,2.859973822,2.698777501,3.071890597,3.097523204,3.41709916,9.145,9.83,2.055,5.103333333,8.683214872,9.386288416,8.911116653,9.616730087,9.37304913,10.01911673,932.265,639.3533333,878.735,567.98,103.9863451,79.12559277,311.3564356,173.1294618,1281.12967,1046.494453,hal
Ga2O3,mp-886,3.337089704,2019.106,2173.15,1900.0,5.406444844,149.5035016,61.09575611,-2.278169651,-6.0368049,5.680273183,48.53277558,42.8612,37.48884,26.8618,18.28956,26.02648004,23.12759345,33.3994935,28.82787591,50.58298889,45.80509985,0.95,0.88,0.35,0.16,0.821052632,0.764705882,0.883176087,0.817462974,1.012422837,0.944457516,19.5,17.2,11.5,7.6,12.71794872,11.37614679,15.74801575,13.75303885,22.63846285,20.56210106,3.0,2.8,1.0,0.4,2.666666667,2.5,2.828427125,2.639015822,3.16227766,2.966479395,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,2.625,2.788,0.815,1.34,2.371961905,2.529000812,2.495275536,2.660764855,2.748608739,2.900103446,14.58,15.136,2.78,5.696,14.04993141,14.6069595,14.31251201,14.87587894,14.84266822,15.37913392,178.855,154.044,124.055,88.284,92.80963909,81.50338299,128.8389227,108.5909867,217.6666122,196.2233708,ox
GaBr3,mp-30953,2.596212107,119.5725,394.65,121.5,2.573577953,13.56171481,5.3829555,-0.837052673,-2.821770058,3.090430946,28.15254535,74.8135,77.35875,5.0905,42.49725,74.46712949,77.08982288,74.64011383,77.22722095,74.98648527,77.48426353,1.225,1.1875,0.075,0.5375,1.220408163,1.184158416,1.222701926,1.185793918,1.227293771,1.189274989,33.0,34.0,2.0,18.5,32.87878788,33.90625,32.93933818,33.95404006,33.06055051,34.04408906,4.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,16.0,2.0,9.5,14.73333333,15.78571429,14.86606875,15.89726922,15.13274595,16.09347694,2.385,2.6725,0.575,1.7675,2.246373166,2.554278903,2.314649001,2.617510467,2.453334466,2.718496827,15.79,17.785,3.99,11.885,14.78176061,16.91946357,15.27756525,17.3836199,16.28631941,18.11756882,284.355,275.0775,18.555,123.6225,283.1442317,274.198115,283.74897,274.6278869,284.9597411,275.5464517,hal
GaCl2,mp-568848,2.648896448,230.18,445.55,172.4,2.980226749,28.02710913,8.621831691,-1.417201428,-3.262465385,2.645399607,36.59484381,52.588,46.87633333,17.135,0.394333333,47.00482085,42.39971959,49.71810052,44.41817208,55.30918521,49.58201,1.15,1.1,0.15,0.233333333,1.130434783,1.083333333,1.140175425,1.091392883,1.15974135,1.109053651,24.0,21.66666667,7.0,1.0,21.95833333,20.01265823,22.95648057,20.76920369,25.0,22.64950331,3.5,3.333333333,0.5,0.666666667,3.428571429,3.272727273,3.464101615,3.301927249,3.535533906,3.366501646,15.0,15.66666667,2.0,7.0,14.73333333,15.41860465,14.86606875,15.54582347,15.13274595,15.77973384,2.485,2.71,0.675,1.503333333,2.301649899,2.53079646,2.391568523,2.624324773,2.575043689,2.783720532,14.595,15.52666667,2.795,7.66,14.05974649,15.01844352,14.32487347,15.28130312,14.86021702,15.74869518,237.255,215.37,65.655,13.43,219.0864513,200.5840704,227.9898156,207.3875715,246.1717166,224.0889616,hal
GaCl3,mp-30952,2.545492673,146.7225,351.15,78.0,2.97440956,19.25078239,6.433537454,-1.553370372,-3.250781085,2.084577965,36.59484381,52.588,44.0205,17.135,9.159,47.00482085,40.41974179,49.71810052,41.98399478,55.30918521,46.45439257,1.15,1.075,0.15,0.425,1.130434783,1.06122449,1.140175425,1.067789972,1.15974135,1.082820391,24.0,20.5,7.0,5.0,21.95833333,19.16363636,22.95648057,19.75500366,25.0,21.37755833,3.5,3.25,0.5,1.25,3.428571429,3.2,3.464101615,3.223709795,3.535533906,3.278719262,15.0,16.0,2.0,9.5,14.73333333,15.78571429,14.86606875,15.89726922,15.13274595,16.09347694,2.485,2.8225,0.675,1.9175,2.301649899,2.663376019,2.391568523,2.749064665,2.575043689,2.882399174,14.595,15.9925,2.795,10.0925,14.05974649,15.54855086,14.32487347,15.78320467,14.86021702,16.17464296,237.255,204.4275,65.655,52.9725,219.0864513,192.4573269,227.9898156,197.7954811,246.1717166,212.1875044,hal
GaI3,mp-30954,2.685876036,119.285,485.15,212.0,2.175791173,9.764380102,5.019590077,-0.499846224,-2.399875503,3.645220843,16.52516694,98.313735,112.6091025,28.590735,77.7476025,89.99922912,105.3122148,94.06466054,109.2576125,102.3866232,115.2991004,1.35,1.375,0.05,0.725,1.348148148,1.373584906,1.349073756,1.374301007,1.350925609,1.375681649,42.0,47.5,11.0,32.0,39.11904762,45.01369863,40.5339364,46.34974249,43.41658669,48.44584606,4.5,4.75,0.5,2.75,4.444444444,4.705882353,4.472135955,4.728708045,4.527692569,4.769696007,15.0,16.0,2.0,9.5,14.73333333,15.78571429,14.86606875,15.89726922,15.13274595,16.09347694,2.235,2.4475,0.425,1.5425,2.154183445,2.380519159,2.194219679,2.415910666,2.27504945,2.475020202,18.76,22.24,6.96,16.34,16.17782516,19.86230366,17.42113659,21.16770259,20.00947775,23.04232627,344.88,365.865,41.97,214.41,339.7724817,361.7861761,342.3167152,363.9027635,347.4243735,367.666029,hal
Gd2O3,mp-504886,3.430260543,2026.27,2693.15,2420.0,7.47461535,173.9708027,67.54135719,-3.904575452,-12.08242363,7.514705303,71.47530549,86.6247,72.49964,70.6253,53.30036,29.04374445,24.97182772,50.15880431,39.91153944,111.7665945,100.2228192,1.2,1.08,0.6,0.36,0.9,0.818181818,1.039230485,0.931107344,1.341640786,1.229634092,36.0,30.4,28.0,20.8,14.22222222,12.30769231,22.627417,18.37917368,45.607017,40.94874845,5.0,4.4,3.0,2.0,3.2,2.857142857,4.0,3.482202253,5.830951895,5.291502622,13.0,13.6,3.0,5.6,12.30769231,12.90322581,12.64911064,13.25781607,13.34166406,13.9140217,2.32,2.544,1.12,1.584,1.779310345,1.969465649,2.031748016,2.257395027,2.57619875,2.770588385,18.63,18.376,1.27,2.456,18.54342458,18.29400551,18.58666188,18.33458411,18.67323753,18.41808242,819.9,666.88,765.1,601.12,105.9373094,89.27558278,294.7168132,210.5135435,1121.433912,1003.340333,ox
GdB6,mp-22266,3.37532519,133.2928571,2373.15,2100.0,6.494763226,209.1989456,146.0617521,-0.456458811,-8.192525396,5.311473692,16.17173968,84.0305,31.73085714,73.2195,13.19771429,20.23110359,12.46994769,41.23141703,15.84781557,111.4550138,60.27179964,1.325,0.985714286,0.475,0.471428571,1.154716981,0.919313305,1.236931688,0.946170573,1.407568826,1.040260956,34.5,13.42857143,29.5,4.857142857,9.275362319,5.758354756,17.88854382,7.19685673,45.3927307,24.62867086,5.0,2.857142857,3.0,0.571428571,3.2,2.24,4.0,2.438027308,5.830951895,3.545621042,11.5,12.57142857,1.5,9.714285714,11.30434783,12.46575342,11.40175425,12.52177024,11.5974135,12.6151836,1.62,1.92,0.42,1.577142857,1.511111111,1.854545455,1.564608577,1.891075608,1.673559082,1.942369687,12.145,6.605714286,7.755,0.92,7.193165912,4.940035544,9.346710651,5.447965065,14.40975538,8.549374246,1967.0,2239.857143,382.0,1787.0,1892.81393,2197.668859,1929.550466,2220.62558,2003.749735,2255.755528,bor
GdBr3,mp-27182,3.018346762,447.55,1043.15,770.0,3.930408352,23.7523472,8.78010139,-1.917780133,-6.664505598,3.947033396,53.90197138,118.577,99.2405,38.673,20.6155,105.9640908,91.10713599,112.0932826,94.63985234,124.724119,104.7395701,1.475,1.3125,0.325,0.4125,1.403389831,1.264122137,1.438749457,1.28629774,1.510380747,1.342339376,49.5,42.25,14.5,10.25,45.25252525,39.47136564,47.32863826,40.70015159,51.5800349,44.0766378,6.0,5.0,2.0,1.0,5.333333333,4.571428571,5.656854249,4.75682846,6.32455532,5.291502622,13.5,15.25,3.5,10.25,12.59259259,14.46808511,13.03840481,14.88801134,13.94632568,15.54831181,2.08,2.52,0.88,1.92,1.707692308,2.165853659,1.884675038,2.361914078,2.258495074,2.632717228,19.84,19.81,0.06,9.86,19.83981855,19.80986412,19.83990927,19.80993199,19.84009073,19.81006815,925.4,595.6,659.6,196.9,455.2550249,335.6381453,649.0708744,415.3589272,1136.414238,825.2535853,hal
GdCl3,mp-23265,2.945542438,357.2,882.15,609.0,4.38359697,58.5426818,16.52954225,-2.686454842,-7.145873635,4.339728448,61.72602406,96.3515,65.90225,60.8985,12.72275,57.86089734,43.96649271,74.66581715,51.45024019,113.9835026,84.4072096,1.4,1.2,0.4,0.3,1.285714286,1.125,1.341640786,1.158292185,1.456021978,1.2489996,40.5,28.75,23.5,3.25,26.86419753,20.82296651,32.984845,23.67999926,46.82413907,35.2242814,5.5,4.25,2.5,0.25,4.363636364,3.555555556,4.898979486,3.833658625,6.041522987,4.769696007,13.5,15.25,3.5,10.25,12.59259259,14.46808511,13.03840481,14.88801134,13.94632568,15.54831181,2.18,2.67,0.98,2.07,1.739449541,2.243786982,1.947305831,2.480622185,2.390146439,2.801642375,18.645,18.0175,1.255,8.0675,18.56052561,17.95620703,18.60271486,17.98613942,18.68718946,18.05025138,878.3,524.95,706.7,267.55,309.6732324,220.8305931,521.5227704,299.1543204,1127.313523,806.31332,hal
GdF3,mp-972965,3.177291148,1067.7525,1504.15,1231.0,5.7752983,203.9597176,60.80153974,-4.13449718,-8.71894034,7.82815768,85.51562929,88.1242016,53.5613024,69.1257984,25.0636976,33.90100391,24.35055425,54.65801774,32.22444816,112.0011201,80.3280469,1.15,0.825,0.65,0.075,0.782608696,0.610169492,0.948683298,0.688724654,1.320984481,0.998749218,36.5,22.75,27.5,9.25,15.78082192,11.46268657,24.0,14.69693846,45.70010941,32.93554311,5.0,3.5,3.0,0.5,3.2,2.461538462,4.0,2.828427125,5.830951895,4.358898944,13.5,15.25,3.5,10.25,12.59259259,14.46808511,13.03840481,14.88801134,13.94632568,15.54831181,2.59,3.285,1.39,2.685,1.844015444,2.520316623,2.185406141,2.949223023,2.939421712,3.498614011,15.55,13.375,4.35,3.425,14.33311897,12.57433004,14.92916609,12.93084143,16.14698114,13.89541291,819.265,436.3975,765.735,356.1025,103.5624004,70.57878395,291.2817365,124.869177,1121.403242,793.8547384,hal
GeF2,mp-7595,2.58336883,-56.33666667,383.15,110.0,4.272316521,57.55313818,19.27491295,-2.412650695,-4.898854661,3.421301973,62.1002246,45.8192016,36.87893547,26.8207984,11.5477312,30.11933775,25.20192518,37.14894357,29.70776721,53.09194348,44.71557614,0.875,0.75,0.375,0.083333333,0.714285714,0.625,0.790569415,0.678604404,0.951971638,0.829156198,20.5,16.66666667,11.5,4.666666667,14.04878049,11.83561644,16.97056275,13.73657091,23.50531855,19.88299106,3.0,2.666666667,1.0,0.0,2.666666667,2.4,2.828427125,2.5198421,3.16227766,2.828427125,15.5,16.0,1.5,6.666666667,15.35483871,15.86666667,15.42724862,15.93462911,15.5724115,16.0623784,2.995,3.323333333,0.985,1.983333333,2.671051753,2.999925,2.828391769,3.169475511,3.152816201,3.450647282,12.415,12.01,1.215,2.923333333,12.29609344,11.90764431,12.35540368,11.9575985,12.4743116,12.06450579,632.465,439.4866667,578.935,368.1133333,102.5293763,78.55928976,254.6492529,151.4121357,857.4250465,700.766457,mix
