Compound,mp-id,log10_melt_temp_K,delta_T_vegard,melt_temp_K,melt_temp_C,coh_en,bulk_m,shear_m,form_e_per_atom,e_per_atom,density,%ic,M_ave,M_aveX,M_sd,M_sdX,M_harm,M_harmX,M_geo,M_geoX,M_quad,M_quadX,radius_ave,radius_aveX,radius_sd,radius_sdX,radius_harm,radius_harmX,radius_geo,radius_geoX,radius_quad,radius_quadX,atomic_num_ave,atomic_num_aveX,atomic_num_sd,atomic_num_sdX,atomic_num_harm,atomic_num_harmX,atomic_num_geo,atomic_num_geoX,atomic_num_quad,atomic_num_quadX,row_ave,row_aveX,row_sd,row_sdX,row_harm,row_harmX,row_geo,row_geoX,row_quad,row_quadX,group_ave,group_aveX,group_sd,group_sdX,group_harm,group_harmX,group_geo,group_geoX,group_quad,group_quadX,electro_ave,electro_aveX,electro_sd,electro_sdX,electro_harm,electro_harmX,electro_geo,electro_geoX,electro_quad,electro_quadX,vol_ave,vol_aveX,vol_sd,vol_sdX,vol_harm,vol_harmX,vol_geo,vol_geoX,vol_quad,vol_quadX,melt_temp_ave,melt_temp_aveX,melt_temp_sd,melt_temp_sdX,melt_temp_harm,melt_temp_harmX,melt_temp_geo,melt_temp_geoX,melt_temp_quad,melt_temp_quadX,compound_type
Ag2O,mp-353,2.742842917,-288.4033333,553.15,280.0,3.128183578,66.04309625,17.23261759,-0.327671451,-3.631245978,6.784390534,43.44886993,61.9338,77.24526667,45.9344,66.579,27.86566429,37.01716228,41.54306776,57.09922144,77.10878475,88.55709635,1.1,1.266666667,0.5,0.866666667,0.872727273,1.028571429,0.979795897,1.153799656,1.208304597,1.351542329,27.5,34.0,19.5,28.66666667,13.67272727,17.9047619,19.39071943,26.04725135,33.71201566,38.65229618,3.5,4.0,1.5,2.666666667,2.857142857,3.333333333,3.16227766,3.684031499,3.807886553,4.242640687,13.5,12.66666667,2.5,2.0,13.03703704,12.27906977,13.26649916,12.46335937,13.72953022,12.88409873,2.685,2.433333333,0.755,0.14,2.472700186,2.260794552,2.576664511,2.340045778,2.789130689,2.535310632,13.815,12.63333333,3.545,1.06,12.90533478,11.88845521,13.352423,12.23386084,14.26258216,13.06796847,644.865,841.5533333,590.065,805.02,104.9431493,150.9988561,260.142584,437.2083156,874.0867076,1008.812379,ox
Ag2S,mp-31053,3.040661666,145.41,1098.15,825.0,3.020432788,45.33039212,18.62909926,-0.276183145,-3.322199138,5.622197142,10.02380044,69.9666,82.60046667,37.9016,61.2238,49.43492799,60.32843076,58.81151106,71.99008769,79.57296273,89.99863215,1.3,1.4,0.3,0.733333333,1.230769231,1.333333333,1.264911064,1.367980757,1.334166406,1.428285686,31.5,36.66666667,15.5,26.0,23.87301587,28.55696203,27.4226184,32.81748027,35.10697936,39.47150871,4.0,4.333333333,1.0,2.333333333,3.75,4.090909091,3.872983346,4.217163327,4.123105626,4.434711565,13.5,12.66666667,2.5,2.0,13.03703704,12.27906977,13.26649916,12.46335937,13.72953022,12.88409873,2.255,2.146666667,0.325,0.426666667,2.208159645,2.106939351,2.231456923,2.126072686,2.278299805,2.168424928,12.9,12.02333333,2.63,1.67,12.3638062,11.57704573,12.62905776,11.78792727,13.16536745,12.27635532,811.645,952.74,423.285,693.8333333,590.8955452,715.229908,692.5297212,839.7945621,915.3894238,1032.945255,chalc
Ag2Se,mp-568936,3.061885803,165.1966667,1153.15,880.0,2.63844477,68.45198156,23.48361683,-0.067206563,-3.120863093,7.976497354,9.162682579,93.4141,98.23213333,14.4541,45.59213333,91.17759602,96.13601814,92.28907342,97.21456436,94.52573769,99.17287724,1.375,1.45,0.225,0.683333333,1.338181818,1.415384615,1.356465997,1.433219148,1.393287479,1.465435089,40.5,42.66666667,6.5,20.0,39.45679012,41.68695652,39.97499218,42.19149144,41.0182886,43.10452412,4.5,4.666666667,0.5,2.0,4.444444444,4.615384615,4.472135955,4.641588834,4.527692569,4.69041576,13.5,12.66666667,2.5,2.0,13.03703704,12.27906977,13.26649916,12.46335937,13.72953022,12.88409873,2.24,2.136666667,0.31,0.436666667,2.197098214,2.100213371,2.218445402,2.117799946,2.261349155,2.156563625,13.345,12.32,3.075,1.373333333,12.63644811,11.7351009,12.98589235,12.00894014,13.69469423,12.65651611,864.465,987.9533333,370.465,658.62,705.7028567,823.3125919,781.0604458,909.9213955,940.5020215,1047.877253,chalc
Ag2Te,mp-1592,3.089251413,163.9766667,1228.15,955.0,2.553014288,57.36718033,21.90599537,-0.061867704,-2.997987385,8.050205502,0.719896243,117.7341,114.4454667,9.8659,29.3788,116.9073558,113.7305524,117.3199997,114.0807881,118.1467489,114.8228449,1.5,1.533333333,0.1,0.6,1.493333333,1.527272727,1.496662955,1.530344946,1.503329638,1.53622915,49.5,48.66666667,2.5,14.0,49.37373737,48.55629139,49.43682838,48.61082814,49.56309111,48.72371086,5.0,5.0,0.0,1.666666667,5.0,5.0,5.0,5.0,5.0,5.0,13.5,12.66666667,2.5,2.0,13.03703704,12.27906977,13.26649916,12.46335937,13.72953022,12.88409873,2.015,1.986666667,0.085,0.586666667,2.011414392,1.983523654,2.013206398,1.985079804,2.016792007,1.988282341,15.365,13.66666667,5.095,0.026666667,13.67550927,12.31436999,14.49566142,12.92256838,16.18771911,14.48628547,978.795,1064.173333,256.135,582.4,911.7685662,998.9006777,944.6875218,1032.934777,1011.753325,1091.228923,chalc
AgBr,mp-866291,2.84828151,-45.215,705.15,432.0,2.321949595,25.45073175,9.202278193,-0.367329977,-2.602057775,4.917995434,23.29666519,93.8861,93.8861,13.9821,13.9821,91.80379899,91.80379899,92.83911165,92.83911165,94.92154073,94.92154073,1.375,1.375,0.225,0.225,1.338181818,1.338181818,1.356465997,1.356465997,1.393287479,1.393287479,41.0,41.0,6.0,6.0,40.12195122,40.12195122,40.55859958,40.55859958,41.43669871,41.43669871,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,14.0,14.0,3.0,3.0,13.35714286,13.35714286,13.67479433,13.67479433,14.31782106,14.31782106,2.445,2.445,0.515,0.515,2.336523517,2.336523517,2.390146439,2.390146439,2.498649635,2.498649635,15.025,15.025,4.755,4.755,13.52017304,13.52017304,14.25274009,14.25274009,15.75946224,15.75946224,750.365,750.365,484.565,484.565,437.4463015,437.4463015,572.926168,572.926168,893.2249842,893.2249842,hal
AgCl,mp-22922,2.862220854,24.885,728.15,455.0,2.46852303,45.77943314,12.32237262,-0.724227473,-2.76741749,5.356180845,31.49236589,71.6606,71.6606,36.2076,36.2076,53.36616348,53.36616348,61.84053116,61.84053116,80.28842937,80.28842937,1.3,1.3,0.3,0.3,1.230769231,1.230769231,1.264911064,1.264911064,1.334166406,1.334166406,32.0,32.0,15.0,15.0,24.96875,24.96875,28.26658805,28.26658805,35.34119409,35.34119409,4.0,4.0,1.0,1.0,3.75,3.75,3.872983346,3.872983346,4.123105626,4.123105626,14.0,14.0,3.0,3.0,13.35714286,13.35714286,13.67479433,13.67479433,14.31782106,14.31782106,2.545,2.545,0.615,0.615,2.396385069,2.396385069,2.469574862,2.469574862,2.618253235,2.618253235,13.83,13.83,3.56,3.56,12.91361533,12.91361533,13.36395525,13.36395525,14.28084381,14.28084381,703.265,703.265,531.665,531.665,301.328785,301.328785,460.3411648,460.3411648,881.6174524,881.6174524,hal
AgI,mp-22925,2.919679409,20.26,831.15,558.0,2.194853635,21.82317436,8.939244627,-0.280620904,-2.458889965,5.324385941,12.47318654,117.386335,117.386335,9.518135,9.518135,116.614568,116.614568,116.9998152,116.9998152,117.7715863,117.7715863,1.5,1.5,0.1,0.1,1.493333333,1.493333333,1.496662955,1.496662955,1.503329638,1.503329638,50.0,50.0,3.0,3.0,49.82,49.82,49.90991885,49.90991885,50.08991915,50.08991915,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0,14.0,3.0,3.0,13.35714286,13.35714286,13.67479433,13.67479433,14.31782106,14.31782106,2.295,2.295,0.365,0.365,2.236949891,2.236949891,2.265789046,2.265789046,2.323843799,2.323843799,17.995,17.995,7.725,7.725,14.67876632,14.67876632,16.2525198,16.2525198,19.58304496,19.58304496,810.89,810.89,424.04,424.04,589.146087,589.146087,691.182082,691.182082,915.069677,915.069677,hal
Al2S3,mp-2654,3.137717981,766.746,1373.15,1100.0,4.813745663,60.21999978,31.3040574,-1.454613873,-5.036638125,2.28779252,20.96070088,29.5232693,30.03161544,2.5417307,8.44638456,29.30444547,29.81786408,29.41365389,29.92577671,29.63247923,30.13469603,1.125,1.1,0.125,0.1,1.111111111,1.086956522,1.118033989,1.093362074,1.131923142,1.106797181,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,3.0,3.0,0.0,0.6,3.0,3.0,3.0,3.0,3.0,3.0,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,2.095,2.192,0.485,0.904,1.982720764,2.078978979,2.038087339,2.136496442,2.150406938,2.242917743,12.765,13.318,2.765,5.318,12.16607912,12.71699967,12.46194206,13.0227551,13.06102791,13.590752,660.915,606.404,272.555,140.372,548.515935,506.7224412,602.0983385,551.5448598,714.9089909,662.601381,chalc
Al2Te3,mp-29502,3.069353545,366.166,1173.15,900.0,3.354847045,24.01815267,16.84630602,-0.451300761,-3.835511651,3.958332521,5.825901023,77.2907693,87.35261544,50.3092307,65.76738456,44.5440556,51.21076114,58.67575586,68.53889355,92.22191558,100.3008343,1.325,1.34,0.075,0.34,1.320754717,1.335877863,1.322875656,1.337952904,1.327120944,1.342013413,32.5,36.4,19.5,26.0,20.8,23.63636364,26.0,29.86615723,37.90118732,41.10960958,4.0,4.2,1.0,1.8,3.75,3.947368421,3.872983346,4.075965548,4.123105626,4.312771731,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,1.855,1.904,0.245,0.616,1.822641509,1.872093023,1.838749575,1.888260582,1.871109297,1.919072693,15.23,16.276,5.23,8.276,13.43401182,14.42470389,14.30384564,15.36538256,16.10297488,17.06361509,828.065,806.984,105.405,60.208,814.6479204,794.4233738,821.3290633,800.572294,834.7465833,813.5655977,chalc
Al4C3,mp-1591,3.393250458,311.1671429,2473.15,2200.0,5.523124884,132.4796794,95.36451478,-0.092080557,-6.186739526,2.930804107,19.8203144,19.4961193,20.56546491,7.4854193,10.2705792,16.62213698,17.58675562,18.00186562,19.07324307,20.88372979,21.85923945,0.975,1.014285714,0.275,0.414285714,0.897435897,0.935114504,0.935414347,0.974968526,1.013039979,1.050170054,9.5,10.0,3.5,4.857142857,8.210526316,8.666666667,8.831760866,9.333240383,10.12422837,10.58300524,2.5,2.571428571,0.5,0.857142857,2.4,2.470588235,2.449489743,2.521468647,2.549509757,2.618614683,13.5,13.42857143,0.5,1.428571429,13.48148148,13.41052632,13.49073756,13.41951401,13.50925609,13.43768688,2.08,2.012857143,0.47,0.172857143,1.973798077,1.912075848,2.026203346,1.96072967,2.132439917,2.065910384,7.645,7.981428571,2.355,3.447142857,6.919555265,7.238076622,7.273238618,7.611688418,7.99950311,8.314808648,2366.735,2161.982857,1433.265,1095.16,1498.767712,1379.429802,1883.397462,1703.700217,2766.890515,2585.825786,carb_gr
AlAs,mp-2172,3.303876135,1001.415,2013.15,1740.0,3.73659676,54.43146763,30.18497297,-0.484606655,-4.6866486,3.590699212,7.801377879,50.9515693,50.9515693,23.9700307,23.9700307,39.6749319,39.6749319,44.96109476,44.96109476,56.30830122,56.30830122,1.2,1.2,0.05,0.05,1.197916667,1.197916667,1.198957881,1.198957881,1.201041215,1.201041215,23.0,23.0,10.0,10.0,18.65217391,18.65217391,20.71231518,20.71231518,25.07987241,25.07987241,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,14.0,14.0,1.0,1.0,13.92857143,13.92857143,13.96424004,13.96424004,14.03566885,14.03566885,1.895,1.895,0.285,0.285,1.852137203,1.852137203,1.873446023,1.873446023,1.916311561,1.916311561,11.475,11.475,1.475,1.475,11.28540305,11.28540305,11.37980668,11.37980668,11.5694101,11.5694101,1011.735,1011.735,78.265,78.265,1005.680638,1005.680638,1008.703276,1008.703276,1014.757666,1014.757666,nitr_gr
AlN,mp-661,3.393250458,1974.89,2473.15,2200.0,5.78088744,153.646824,98.54875912,-1.595901091,-7.4449251,3.200889662,40.02395779,20.4941193,20.4941193,6.4874193,6.4874193,18.44052487,18.44052487,19.44022419,19.44022419,21.49640749,21.49640749,0.95,0.95,0.3,0.3,0.855263158,0.855263158,0.901387819,0.901387819,0.996242942,0.996242942,10.0,10.0,3.0,3.0,9.1,9.1,9.539392014,9.539392014,10.44030651,10.44030651,2.5,2.5,0.5,0.5,2.4,2.4,2.449489743,2.449489743,2.549509757,2.549509757,14.0,14.0,1.0,1.0,13.92857143,13.92857143,13.96424004,13.96424004,14.03566885,14.03566885,2.325,2.325,0.715,0.715,2.10511828,2.10511828,2.212329089,2.212329089,2.432457605,2.432457605,11.77,11.77,1.77,1.77,11.50382328,11.50382328,11.63615057,11.63615057,11.90234431,11.90234431,498.26,498.26,435.21,435.21,118.1216303,118.1216303,242.6010789,242.6010789,661.5669064,661.5669064,nitr_gr
AlSb,mp-2624,3.124879017,414.525,1333.15,1060.0,3.283296045,34.39407393,21.66376753,-0.159486403,-4.09677411,4.078412269,4.72473902,74.3707693,74.3707693,47.3892307,47.3892307,44.17423903,44.17423903,57.31729355,57.31729355,88.18588613,88.18588613,1.35,1.35,0.1,0.1,1.342592593,1.342592593,1.346291202,1.346291202,1.353698637,1.353698637,32.0,32.0,19.0,19.0,20.71875,20.71875,25.74878638,25.74878638,37.21558813,37.21558813,4.0,4.0,1.0,1.0,3.75,3.75,3.872983346,3.872983346,4.123105626,4.123105626,14.0,14.0,1.0,1.0,13.92857143,13.92857143,13.96424004,13.96424004,14.03566885,14.03566885,1.83,1.83,0.22,0.22,1.803551913,1.803551913,1.816727828,1.816727828,1.843176606,1.843176606,14.095,14.095,4.095,4.095,12.90528556,12.90528556,13.48703081,13.48703081,14.67780808,14.67780808,918.625,918.625,14.845,14.845,918.3851045,918.3851045,918.5050444,918.5050444,918.7449399,918.7449399,nitr_gr
As2Te3,mp-484,2.951410381,24.554,894.15,621.0,2.696876555,29.66578921,14.9069883,-0.015127835,-3.764511617,5.742207916,0.159872068,101.2608,106.52864,26.3392,46.59136,94.4096448,99.59059664,97.77523286,103.1224499,104.6303162,109.6100108,1.275,1.3,0.125,0.38,1.262745098,1.288,1.268857754,1.294064602,1.281112798,1.305756486,42.5,44.4,9.5,18.0,40.37647059,42.26600985,41.42463035,43.35184469,43.54882318,45.36518489,4.5,4.6,0.5,1.4,4.444444444,4.545454545,4.472135955,4.573050519,4.527692569,4.626013402,15.5,15.6,0.5,3.6,15.48387097,15.58441558,15.49193338,15.59223936,15.50806242,15.60769041,2.14,2.132,0.04,0.388,2.139252336,2.131284916,2.139626136,2.131641537,2.140373799,2.132360195,16.705,17.456,3.755,7.096,15.86093984,16.60755923,16.27749981,17.03928178,17.12182963,17.8395056,906.33,869.596,183.67,2.404,869.1088235,835.2555076,887.5243095,851.7870032,924.7533389,888.0216694,mix
BaH2,mp-23715,2.976877049,605.4766667,948.15,675.0,2.633285671,33.74562326,12.83910812,-0.589033957,-3.388515341,4.106338311,34.88563496,69.16747,46.44762667,68.15953,45.10370667,2.001191837,1.506381799,11.76509143,5.186508547,97.10746849,79.29005153,1.2,0.883333333,0.95,0.55,0.447916667,0.354395604,0.733143915,0.512199904,1.530522787,1.257974563,28.5,19.33333333,27.5,18.0,1.964912281,1.486725664,7.483314774,3.825862366,39.6042927,32.34192326,3.5,2.666666667,2.5,1.333333333,1.714285714,1.384615385,2.449489743,1.817120593,4.301162634,3.559026084,1.5,1.333333333,0.5,0.0,1.333333333,1.2,1.414213562,1.25992105,1.58113883,1.414213562,1.545,1.763333333,0.655,1.17,1.267313916,1.475879397,1.399285532,1.6270908,1.678109055,1.868341511,24.79,20.33333333,13.37,5.106666667,17.57915288,14.90040574,20.87551676,17.07314484,28.16559959,23.92361734,507.005,342.6733333,492.995,323.9933333,27.63286358,20.86881396,118.3638458,58.11551493,707.1761733,577.4635804,hyd
BaS,mp-1500,3.16824697,778.97,1473.15,1200.0,4.97563753,34.35746135,21.99004088,-2.410254512,-5.10623486,4.178927448,51.03306933,84.696,84.696,52.631,52.631,51.99053385,51.99053385,66.35804589,66.35804589,99.71677179,99.71677179,1.575,1.575,0.575,0.575,1.365079365,1.365079365,1.46628783,1.46628783,1.676678264,1.676678264,36.0,36.0,20.0,20.0,24.88888889,24.88888889,29.93325909,29.93325909,41.18252056,41.18252056,4.5,4.5,1.5,1.5,4.0,4.0,4.242640687,4.242640687,4.74341649,4.74341649,9.0,9.0,7.0,7.0,3.555555556,3.555555556,5.656854249,5.656854249,11.40175425,11.40175425,1.735,1.735,0.845,0.845,1.323458213,1.323458213,1.515321748,1.515321748,1.929831599,1.929831599,26.845,26.845,11.315,11.315,22.0757981,22.0757981,24.3438863,24.3438863,29.13216865,29.13216865,694.18,694.18,305.82,305.82,559.4514391,559.4514391,623.1853657,623.1853657,758.5589923,758.5589923,chalc
BaSe,mp-1253,3.312420679,1306.15,2053.15,1780.0,4.353449635,30.76926109,18.78444498,-2.047583771,-4.755024925,4.805293948,49.78718937,108.1435,108.1435,29.1835,29.1835,100.268069,100.268069,104.131359,104.131359,112.0120229,112.0120229,1.65,1.65,0.5,0.5,1.498484848,1.498484848,1.572418519,1.572418519,1.724093965,1.724093965,45.0,45.0,11.0,11.0,42.31111111,42.31111111,43.63484846,43.63484846,46.32493929,46.32493929,5.0,5.0,1.0,1.0,4.8,4.8,4.898979486,4.898979486,5.099019514,5.099019514,9.0,9.0,7.0,7.0,3.555555556,3.555555556,5.656854249,5.656854249,11.40175425,11.40175425,1.72,1.72,0.83,0.83,1.319476744,1.319476744,1.506485977,1.506485977,1.909790564,1.909790564,27.29,27.29,10.87,10.87,22.96032246,22.96032246,25.03172387,25.03172387,29.3751766,29.3751766,747.0,747.0,253.0,253.0,661.3119143,661.3119143,702.8513356,702.8513356,788.6811777,788.6811777,chalc
BaSi2,mp-1477,3.162310446,-4.85,1453.15,1180.0,4.054417248,37.17485237,28.98205747,-0.361510358,-4.616761072,3.628158493,22.51028747,82.70625,64.49933333,54.62075,27.052,46.633688,38.21996263,62.10392466,47.66944375,99.11483299,82.53543794,1.625,1.45,0.525,0.016666667,1.455384615,1.313888889,1.53785565,1.375333253,1.707703136,1.532155345,35.0,28.0,21.0,9.333333333,22.4,18.66666667,28.0,22.22361473,40.81666326,34.2928564,4.5,4.0,1.5,0.0,4.0,3.6,4.242640687,3.77976315,4.74341649,4.242640687,8.0,10.0,6.0,8.666666667,3.5,4.666666667,5.291502622,7.31861142,10.0,11.48912529,1.395,1.563333333,0.505,0.97,1.21218638,1.378532609,1.300384559,1.475590111,1.48359361,1.634227646,25.11,20.76,13.05,4.68,18.32774194,15.62150713,21.45249636,17.7052064,28.29866781,24.13208652,1343.5,1458.0,343.5,791.3333333,1255.675475,1372.6607,1298.845641,1417.131185,1386.717167,1493.534733,carb_gr
Be2B,mp-1432,3.253616621,-29.85,1793.15,1520.0,4.576619637,127.1830247,130.1945348,0.041492164,-4.677913293,2.00712185,5.372778725,9.911591,9.611788,0.899409,2.404454667,9.829975793,9.5413711,9.870699043,9.57580422,9.952314942,9.649120336,0.95,0.983333333,0.1,0.416666667,0.939473684,0.973636364,0.944722181,0.978586397,0.955248659,0.987842768,4.5,4.333333333,0.5,1.0,4.444444444,4.285714286,4.472135955,4.30886938,4.527692569,4.358898944,2.0,2.0,0.0,0.666666667,2.0,2.0,2.0,2.0,2.0,2.0,7.5,5.666666667,5.5,3.0,3.466666667,2.785714286,5.099019514,3.732511157,9.300537619,7.681145748,1.805,1.726666667,0.235,0.366666667,1.774404432,1.70060177,1.789636835,1.713206936,1.820233502,1.74082356,4.62,4.696666667,0.23,1.77,4.608549784,4.686316948,4.61427134,4.691546219,4.625721565,4.701669916,1954.5,1823.0,394.5,257.0,1874.873369,1756.682646,1914.272708,1788.040718,1993.915871,1860.555562,bor
Be2C,mp-1569,3.37532519,66.48333333,2373.15,2100.0,5.368690833,181.4878382,178.9154677,-0.231916847,-5.800448697,2.461261575,21.34507978,10.511441,10.011688,1.499259,2.004554667,10.29759995,9.830234064,10.40397109,9.917664415,10.6178232,10.11098022,0.875,0.933333333,0.175,0.466666667,0.84,0.9,0.85732141,0.917259488,0.892328415,0.947804481,5.0,4.666666667,1.0,0.666666667,4.8,4.5,4.898979486,4.57885697,5.099019514,4.760952286,2.0,2.0,0.0,0.666666667,2.0,2.0,2.0,2.0,2.0,2.0,8.0,6.0,6.0,3.333333333,3.5,2.8,5.291502622,3.825862366,10.0,8.246211251,2.06,1.896666667,0.49,0.196666667,1.943446602,1.800674663,2.000874809,1.845496227,2.117474911,1.952118507,5.07,4.996666667,0.22,1.47,5.060453649,4.988302009,5.065224575,4.992442249,5.074770931,5.000969906,2680.0,2306.666667,1120.0,226.6666667,2211.940299,1941.484716,2434.748447,2098.992714,2904.617014,2536.874718,carb_gr
Be3N2,mp-18337,3.393250458,1511.93,2473.15,2200.0,5.396604464,185.5121124,157.0357546,-1.227249825,-6.65188642,2.702684992,41.73828512,11.509441,11.0099892,2.497259,0.1953708,10.96759865,10.51145445,11.23525387,10.75059009,11.77724648,11.27859533,0.85,0.89,0.2,0.37,0.802941177,0.842592593,0.826135582,0.866720207,0.87321246,0.911317727,5.5,5.2,1.5,0.4,5.090909091,4.827586207,5.291502622,5.003515054,5.700877125,5.403702434,2.0,2.0,0.0,0.4,2.0,2.0,2.0,2.0,2.0,2.0,8.5,7.2,6.5,4.8,3.529411765,3.06122449,5.477225575,4.477694927,10.70046728,9.612491873,2.305,2.158,0.735,0.274,2.070629067,1.946492659,2.184673889,2.044980753,2.419349086,2.27499011,9.195,8.326,4.345,2.506,7.141816204,6.52513911,8.103641157,7.312948397,10.16990905,9.351264086,811.525,961.22,748.475,910.78,121.2014417,148.6152033,313.6207901,432.2637287,1103.987161,1209.028586,nitr_gr
Be4B,mp-27757,3.156291648,-284.65,1433.15,1160.0,4.276003744,121.8349086,124.5485605,-0.016429742,-4.343838162,1.981767282,5.372778725,9.911591,9.3719456,0.899409,5.0475456,9.829975793,9.322408935,9.870699043,9.346244464,9.952314942,9.399525718,0.95,1.01,0.1,0.67,0.939473684,1.002808989,0.944722181,1.006549702,0.955248659,1.013163363,4.5,4.2,0.5,2.2,4.444444444,4.166666667,4.472135955,4.18255821,4.527692569,4.219004622,2.0,2.0,0.0,1.2,2.0,2.0,2.0,2.0,2.0,2.0,7.5,4.2,5.5,1.0,3.466666667,2.407407407,5.099019514,2.908122302,9.300537619,6.08276253,1.805,1.664,0.235,0.848,1.774404432,1.645837616,1.789636835,1.654419938,1.820233502,1.674586516,4.62,4.758,0.23,3.002,4.608549784,4.750446229,4.61427134,4.754296851,4.625721565,4.761556468,1954.5,1717.8,394.5,778.2,1874.873369,1672.343921,1914.272708,1693.075332,1993.915871,1746.550944,bor
BeB2,mp-1009823,3.350858316,157.15,2243.15,1970.0,5.394217123,175.8357297,174.4621717,0.120239173,-5.579158877,2.378432392,5.372778725,9.911591,10.211394,0.899409,4.203272667,9.829975793,10.13658433,9.870699043,10.1746754,9.952314942,10.24654196,0.95,0.916666667,0.1,0.216666667,0.939473684,0.907627119,0.944722181,0.912029845,0.955248659,0.921502397,4.5,4.666666667,0.5,2.0,4.444444444,4.615384615,4.472135955,4.641588834,4.527692569,4.69041576,2.0,2.0,0.0,0.666666667,2.0,2.0,2.0,2.0,2.0,2.0,7.5,9.333333333,5.5,8.0,3.466666667,4.588235294,5.099019514,6.965819768,9.300537619,10.67707825,1.805,1.883333333,0.235,0.836666667,1.774404432,1.854903475,1.789636835,1.869476437,1.820233502,1.896321,4.62,4.543333333,0.23,1.31,4.608549784,4.533321505,4.61427134,4.538269263,4.625721565,4.548505249,1954.5,2086.0,394.5,1046.0,1874.873369,2010.115195,1914.272708,2049.416416,1993.915871,2118.899243,bor
Bi2S3,mp-22856,3.050437761,672.374,1123.15,850.0,3.713150079,37.01653653,16.81270456,-0.741677553,-4.380038026,6.478230979,7.540548524,120.5227,102.83116,88.4577,64.35316,55.59912387,48.48238883,81.85937042,67.86736207,149.500789,134.48428,1.3,1.24,0.3,0.04,1.230769231,1.176470588,1.264911064,1.206835267,1.334166406,1.274362586,49.5,42.8,33.5,23.6,26.82828283,23.62989324,36.44173432,30.91030046,59.77039401,53.93700029,4.5,4.2,1.5,0.6,4.0,3.75,4.242640687,3.958523732,4.74341649,4.449719092,15.5,15.6,0.5,3.6,15.48387097,15.58441558,15.49193338,15.59223936,15.50806242,15.60769041,2.3,2.356,0.28,0.74,2.265913043,2.322459893,2.282892902,2.339442478,2.316980794,2.371919054,18.42,17.842,2.89,0.794,17.96657438,17.41995473,18.19187456,17.62528926,18.64533454,18.06529767,466.38,450.776,78.02,15.256,453.328153,438.6518723,459.8077685,444.5370284,472.8608937,457.2118084,chalc
Bi2Se3,mp-541837,2.992619784,468.99,983.15,710.0,3.04771707,30.82720691,13.77725181,-0.387665129,-4.039778568,7.056072308,6.78159451,143.9702,130.96816,65.0102,36.21616,114.6146382,105.1210863,128.4565778,116.543084,157.9675428,145.6363004,1.375,1.33,0.225,0.05,1.338181818,1.295774648,1.356465997,1.312401437,1.393287479,1.348146876,58.5,53.6,24.5,12.8,48.23931624,44.51104101,53.12249994,48.5868325,63.42318188,58.72989018,5.0,4.8,1.0,4.44e-16,4.8,4.615384615,4.898979486,4.70431609,5.099019514,4.898979486,15.5,15.6,0.5,3.6,15.48387097,15.58441558,15.49193338,15.59223936,15.50806242,15.60769041,2.285,2.338,0.265,0.722,2.254266958,2.307795699,2.269581459,2.323082622,2.300315196,2.35237327,18.865,18.376,2.445,1.328,18.54811556,18.07947711,18.70588677,18.22456922,19.02278239,18.53149427,519.2,514.16,25.2,78.64,517.9768875,512.9971006,518.5880832,513.5744574,519.8111965,514.7525075,chalc
Bi2Te3,mp-34202,2.931025395,201.794,853.15,580.0,2.751439102,27.43977719,13.1014084,-0.235552082,-3.676099192,7.468816519,0.159872068,168.2902,160.15216,40.6902,7.03216,158.4518828,151.1430315,163.2969658,155.4363635,173.1394923,165.0399316,1.5,1.48,0.1,0.2,1.493333333,1.473684211,1.496662955,1.476810646,1.503329638,1.483239697,67.5,64.4,15.5,2.0,63.94074074,61.13314448,65.69627082,62.69504857,69.25676862,66.16645676,5.5,5.4,0.5,0.6,5.454545455,5.357142857,5.477225575,5.378268785,5.522680509,5.422176685,15.5,15.6,0.5,3.6,15.48387097,15.58441558,15.49193338,15.59223936,15.50806242,15.60769041,2.06,2.068,0.04,0.452,2.059223301,2.067251462,2.059611614,2.067626666,2.060388313,2.06837134,20.885,20.8,0.425,3.752,20.87635145,20.79173104,20.88067528,20.79585389,20.88932383,20.80416785,633.53,651.356,89.13,215.836,620.9904882,638.9695438,627.2289088,645.2494702,639.7690347,657.184167,chalc
