Compound,mp-id,log10_melt_temp_K,delta_T_vegard,melt_temp_K,melt_temp_C,coh_en,bulk_m,shear_m,form_e_per_atom,e_per_atom,density,%ic,M_ave,M_aveX,M_sd,M_sdX,M_harm,M_harmX,M_geo,M_geoX,M_quad,M_quadX,radius_ave,radius_aveX,radius_sd,radius_sdX,radius_harm,radius_harmX,radius_geo,radius_geoX,radius_quad,radius_quadX,atomic_num_ave,atomic_num_aveX,atomic_num_sd,atomic_num_sdX,atomic_num_harm,atomic_num_harmX,atomic_num_geo,atomic_num_geoX,atomic_num_quad,atomic_num_quadX,row_ave,row_aveX,row_sd,row_sdX,row_harm,row_harmX,row_geo,row_geoX,row_quad,row_quadX,group_ave,group_aveX,group_sd,group_sdX,group_harm,group_harmX,group_geo,group_geoX,group_quad,group_quadX,electro_ave,electro_aveX,electro_sd,electro_sdX,electro_harm,electro_harmX,electro_geo,electro_geoX,electro_quad,electro_quadX,vol_ave,vol_aveX,vol_sd,vol_sdX,vol_harm,vol_harmX,vol_geo,vol_geoX,vol_quad,vol_quadX,melt_temp_ave,melt_temp_aveX,melt_temp_sd,melt_temp_sdX,melt_temp_harm,melt_temp_harmX,melt_temp_geo,melt_temp_geoX,melt_temp_quad,melt_temp_quadX,compound_type
CuBr,mp-22913,2.88657532,-41.635,770.15,497.0,2.70724593,44.62341546,14.79415416,-0.250167985,-3.11823459,5.147661877,24.48961579,71.725,71.725,8.179,8.179,70.79232602,70.79232602,71.25713707,71.25713707,72.18983077,72.18983077,1.25,1.25,0.1,0.1,1.242,1.242,1.245993579,1.245993579,1.25399362,1.25399362,32.0,32.0,3.0,3.0,31.71875,31.71875,31.85906464,31.85906464,32.14031736,32.14031736,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0,14.0,3.0,3.0,13.35714286,13.35714286,13.67479433,13.67479433,14.31782106,14.31782106,2.43,2.43,0.53,0.53,2.314403292,2.314403292,2.371497417,2.371497417,2.487126856,2.487126856,13.445,13.445,6.335,6.335,10.46008181,10.46008181,11.85899658,11.85899658,14.86271341,14.86271341,811.785,811.785,545.985,545.985,444.5700105,444.5700105,600.7455917,600.7455917,978.3120701,978.3120701,hal
CuCl,mp-22914,2.847047981,-61.535,703.15,430.0,2.922264455,55.816589,16.22805246,-0.675510572,-3.352039395,4.165254207,32.75987376,49.4995,49.4995,14.0465,14.0465,45.51351707,45.51351707,47.46468517,47.46468517,51.45390814,51.45390814,1.175,1.175,0.175,0.175,1.14893617,1.14893617,1.161895004,1.161895004,1.187960437,1.187960437,23.0,23.0,6.0,6.0,21.43478261,21.43478261,22.20360331,22.20360331,23.76972865,23.76972865,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,14.0,14.0,3.0,3.0,13.35714286,13.35714286,13.67479433,13.67479433,14.31782106,14.31782106,2.53,2.53,0.63,0.63,2.37312253,2.37312253,2.450306103,2.450306103,2.607259097,2.607259097,12.25,12.25,5.14,5.14,10.09329796,10.09329796,11.1194829,11.1194829,13.28465656,13.28465656,764.685,764.685,593.085,593.085,304.6919084,304.6919084,482.6938284,482.6938284,967.7256669,967.7256669,hal
CuI,mp-570136,2.943568706,5.84,878.15,605.0,2.570265893,34.4632061,13.95199952,-0.153574835,-2.965182703,5.638100004,13.44585378,95.225235,95.225235,31.679235,31.679235,84.68628563,84.68628563,89.80128869,89.80128869,100.3564612,100.3564612,1.375,1.375,0.025,0.025,1.374545455,1.374545455,1.374772708,1.374772708,1.375227254,1.375227254,41.0,41.0,12.0,12.0,37.48780488,37.48780488,39.20459157,39.20459157,42.72001873,42.72001873,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,14.0,14.0,3.0,3.0,13.35714286,13.35714286,13.67479433,13.67479433,14.31782106,14.31782106,2.28,2.28,0.38,0.38,2.216666667,2.216666667,2.248110318,2.248110318,2.311449762,2.311449762,16.415,16.415,9.305,9.305,11.14037161,11.14037161,13.52291389,13.52291389,18.86889636,18.86889636,872.31,872.31,485.46,485.46,602.1406662,602.1406662,724.7436267,724.7436267,998.2966231,998.2966231,hal
CuO,mp-1692,3.203889202,892.865,1599.15,1326.0,4.406914065,139.8824731,46.78111354,-0.950442711,-5.12287878,5.981122501,44.72779357,39.7727,39.7727,23.7733,23.7733,25.56270689,25.56270689,31.88570012,31.88570012,46.33613556,46.33613556,0.975,0.975,0.375,0.375,0.830769231,0.830769231,0.9,0.9,1.044629121,1.044629121,18.5,18.5,10.5,10.5,12.54054054,12.54054054,15.23154621,15.23154621,21.27204739,21.27204739,3.0,3.0,1.0,1.0,2.666666667,2.666666667,2.828427125,2.828427125,3.16227766,3.16227766,13.5,13.5,2.5,2.5,13.03703704,13.03703704,13.26649916,13.26649916,13.72953022,13.72953022,2.67,2.67,0.77,0.77,2.447940075,2.447940075,2.556560189,2.556560189,2.778812696,2.778812696,12.235,12.235,5.125,5.125,10.08823866,10.08823866,11.10988749,11.10988749,13.26502356,13.26502356,706.285,706.285,651.485,651.485,105.3481187,105.3481187,272.7742583,272.7742583,960.8700258,960.8700258,ox
Er2S3,mp-2234,3.301713471,1049.334,2003.15,1730.0,6.124212353,93.73584326,42.81688567,-2.462827051,-6.373590891,6.122583379,36.16700715,99.662,86.1426,67.597,47.6646,53.81348794,47.38552302,73.23359772,62.08326446,120.4237047,108.6606082,1.375,1.3,0.375,0.1,1.272727273,1.206896552,1.322875656,1.250878764,1.425219281,1.350925609,42.0,36.8,26.0,17.6,25.9047619,23.05084746,32.984845,28.54141857,49.39635614,44.75712234,5.5,5.0,2.5,1.4,4.363636364,4.0,4.898979486,4.44128607,6.041522987,5.567764363,15.0,15.2,1.0,4.0,14.93333333,15.13513514,14.96662955,15.16782132,15.03329638,15.23154621,1.91,2.044,0.67,1.052,1.674973822,1.801351351,1.788630761,1.924600072,2.02410474,2.146830222,16.995,16.702,1.465,1.934,16.86871433,16.58282045,16.93173943,16.64161813,17.05802597,16.76356704,1095.18,953.816,706.82,487.784,639.0042915,565.9521376,836.5552701,717.5342072,1303.462215,1178.717818,chalc
EuTe,mp-542583,3.255067373,888.32,1799.15,1526.0,3.887306545,43.05238936,20.41530598,-1.680830232,-8.398502435,6.626119561,18.33135174,139.782,139.782,12.182,12.182,138.7203388,138.7203388,139.2501576,139.2501576,140.3118265,140.3118265,1.625,1.625,0.225,0.225,1.593846154,1.593846154,1.609347694,1.609347694,1.640502972,1.640502972,57.5,57.5,5.5,5.5,56.97391304,56.97391304,57.23635209,57.23635209,57.76244455,57.76244455,6.5,6.5,1.5,1.5,6.153846154,6.153846154,6.32455532,6.32455532,6.670832032,6.670832032,12.5,12.5,3.5,3.5,11.52,11.52,12.0,12.0,12.98075499,12.98075499,1.65,1.65,0.45,0.45,1.527272727,1.527272727,1.587450787,1.587450787,1.710263138,1.710263138,24.715,24.715,4.255,4.255,23.98244791,23.98244791,24.34596887,24.34596887,25.07860144,25.07860144,910.83,910.83,188.17,188.17,871.9556229,871.9556229,891.1808683,891.1808683,930.0641041,930.0641041,chalc
Fe2P,mp-778,3.215677211,330.05,1643.15,1370.0,5.003347944,206.1545146,92.76269993,-0.458300324,-7.908926971,7.083597122,3.188074308,43.409381,47.55458733,12.435619,26.90541267,39.84691095,44.05363804,41.5900197,45.88325108,45.15549777,48.97857349,1.2,1.266666667,0.2,0.6,1.166666667,1.235294118,1.183215957,1.251464949,1.216552506,1.280624847,20.5,22.33333333,5.5,12.33333333,19.02439024,20.89285714,19.74841766,21.64442161,21.22498528,22.92742172,3.5,3.666666667,0.5,1.666666667,3.428571429,3.6,3.464101615,3.634241186,3.535533906,3.696845502,11.5,10.33333333,3.5,0.333333333,10.43478261,9.473684211,10.95445115,9.864848297,12.02081528,10.84742673,2.01,1.95,0.18,0.49,1.993880597,1.936086957,2.001924074,1.942892469,2.018043607,1.957370685,12.055,10.4,4.965,0.946666667,10.01010369,8.801735959,10.98507169,9.493302988,13.03741731,11.40491999,1064.15,1313.1,746.85,1101.566667,539.989945,704.8948724,758.0437322,1013.372211,1300.076977,1489.98001,nitr_gr
Fe3C,mp-510623,3.176134686,-808.1,1500.15,1227.0,5.727757061,270.0468339,137.4769495,0.055113997,-8.603551238,7.833525561,12.15532607,33.92785,44.886425,21.91715,38.881075,19.76952685,29.20151121,25.89860115,38.03034816,40.39134152,48.73461036,1.05,1.225,0.35,0.875,0.933333333,1.12,0.989949494,1.177254981,1.106797181,1.261942946,16.0,21.0,10.0,18.0,9.75,14.18181818,12.489996,18.02054094,18.86796226,22.71563338,3.0,3.5,1.0,2.5,2.666666667,3.2,2.828427125,3.363585661,3.16227766,3.605551275,11.0,9.5,3.0,2.5,10.18181818,8.96,10.58300524,9.201306535,11.40175425,9.848857802,2.19,2.01,0.36,0.735,2.130821918,1.968987342,2.160208323,1.988260856,2.219391809,2.034035398,6.19,6.64,0.9,3.995,6.05914378,6.534163763,6.1242224,6.589441313,6.255085931,6.685588979,2805.5,2308.25,994.5,408.25,2452.967385,2083.657558,2623.318509,2179.639837,2976.55178,2463.694533,carb_gr
FeAs,mp-427,3.111648904,-157.35,1293.15,1020.0,4.200153527,149.3905711,59.34593168,-0.185332472,-6.749235023,8.093740435,3.016080541,65.3833,65.3833,9.5383,9.5383,63.99182592,63.99182592,64.68382141,64.68382141,66.07537428,66.07537428,1.275,1.275,0.125,0.125,1.262745098,1.262745098,1.268857754,1.268857754,1.281112798,1.281112798,29.5,29.5,3.5,3.5,29.08474576,29.08474576,29.29163703,29.29163703,29.70690156,29.70690156,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,11.5,11.5,3.5,3.5,10.43478261,10.43478261,10.95445115,10.95445115,12.02081528,12.02081528,2.005,2.005,0.175,0.175,1.989725686,1.989725686,1.997348242,1.997348242,2.012622667,2.012622667,10.02,10.02,2.93,2.93,9.163223553,9.163223553,9.582040493,9.582040493,10.43960248,10.43960248,1450.5,1450.5,360.5,360.5,1360.903137,1360.903137,1404.987544,1404.987544,1494.627211,1494.627211,nitr_gr
FeI2,mp-571122,2.934574194,-1.416666667,860.15,587.0,2.403658803,23.56281105,9.664403374,-0.093926177,-3.66782745,5.062751444,15.82102508,91.374735,103.21798,35.529735,65.98798,77.55951497,89.10910794,84.18420355,96.52638569,98.0392996,108.5175148,1.4,1.4,0.0,0.466666667,1.4,1.4,1.4,1.4,1.4,1.4,39.5,44.0,13.5,26.66666667,34.88607595,39.37142857,37.12142239,41.79987943,41.74326293,45.80392996,4.5,4.666666667,0.5,2.0,4.444444444,4.615384615,4.472135955,4.641588834,4.527692569,4.69041576,12.5,14.0,4.5,8.666666667,10.88,12.36363636,11.66190379,13.22297804,13.28533026,14.62873884,2.245,2.383333333,0.415,1.163333333,2.168285078,2.310664557,2.206309135,2.348216422,2.28303526,2.415236358,16.405,19.51,9.315,14.78333333,11.11580616,13.71088722,13.50388092,16.73899532,18.86513318,21.39552056,1098.925,861.5666667,712.075,345.7666667,637.5188025,524.2790451,837.009767,647.14443,1309.460561,1092.24949,hal
FeS,mp-505531,3.166474518,367.47,1467.15,1194.0,4.988820658,94.72010145,44.29067781,-0.838507039,-6.809650493,4.140337363,13.11849437,43.955,43.955,11.89,11.89,40.73870834,40.73870834,42.31630803,42.31630803,45.53475733,45.53475733,1.2,1.2,0.2,0.2,1.166666667,1.166666667,1.183215957,1.183215957,1.216552506,1.216552506,21.0,21.0,5.0,5.0,19.80952381,19.80952381,20.39607805,20.39607805,21.58703314,21.58703314,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,12.0,12.0,4.0,4.0,10.66666667,10.66666667,11.3137085,11.3137085,12.64911064,12.64911064,2.205,2.205,0.375,0.375,2.14122449,2.14122449,2.172878275,2.172878275,2.236660457,2.236660457,11.31,11.31,4.22,4.22,9.735428824,9.735428824,10.49322162,10.49322162,12.07164032,12.07164032,1099.68,1099.68,711.32,711.32,639.5678379,639.5678379,838.6417352,838.6417352,1309.684025,1309.684025,chalc
FeS2,mp-1522,3.159612305,581.5766667,1444.15,1171.0,4.804108762,124.7684928,52.86742968,-0.95532359,-6.093749182,4.893651631,13.11849437,43.955,39.99166667,11.89,2.761666667,40.73870834,37.36920298,42.31630803,38.57881894,45.53475733,41.53308912,1.2,1.133333333,0.2,0.2,1.166666667,1.105263158,1.183215957,1.118688942,1.216552506,1.148912529,21.0,19.33333333,5.0,2.0,19.80952381,18.35294118,20.39607805,18.8106775,21.58703314,19.89974874,3.5,3.333333333,0.5,0.666666667,3.428571429,3.272727273,3.464101615,3.301927249,3.535533906,3.366501646,12.0,13.33333333,4.0,8.0,10.66666667,12.0,11.3137085,12.69920842,12.64911064,13.85640646,2.205,2.33,0.375,1.11,2.14122449,2.269903846,2.172878275,2.300895178,2.236660457,2.356671381,11.31,12.71666667,4.22,7.99,9.735428824,11.11824638,10.49322162,11.9581239,12.07164032,13.32453752,1099.68,862.5733333,711.32,344.76,639.5678379,526.1273003,838.6417352,648.827345,1309.684025,1092.606666,chalc
FeSi,mp-871,3.226122821,-65.85,1683.15,1410.0,5.338675346,210.067627,108.6499995,-0.512805139,-7.459148986,6.333879998,0.122424999,41.96525,41.96525,13.87975,13.87975,37.3746075,37.3746075,39.60346888,39.60346888,44.20101433,44.20101433,1.25,1.25,0.15,0.15,1.232,1.232,1.240967365,1.240967365,1.258967831,1.258967831,20.0,20.0,6.0,6.0,18.2,18.2,19.07878403,19.07878403,20.88061302,20.88061302,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,11.0,11.0,3.0,3.0,10.18181818,10.18181818,10.58300524,10.58300524,11.40175425,11.40175425,1.865,1.865,0.035,0.035,1.864343164,1.864343164,1.864671553,1.864671553,1.865328389,1.865328389,9.575,9.575,2.485,2.485,8.930067885,8.930067885,9.246912998,9.246912998,9.892211583,9.892211583,1749.0,1749.0,62.0,62.0,1746.802173,1746.802173,1747.900741,1747.900741,1750.098569,1750.098569,carb_gr
FeSi2,mp-1714,3.174103439,-235.1833333,1493.15,1220.0,5.194022023,165.0321273,92.16896265,-0.444494733,-6.883187517,4.958877558,0.122424999,41.96525,37.33866667,13.87975,0.108666667,37.3746075,33.66329752,39.60346888,35.31692408,44.20101433,39.56536636,1.25,1.2,0.15,0.266666667,1.232,1.184615385,1.240967365,1.192077439,1.258967831,1.208304597,20.0,18.0,6.0,0.666666667,18.2,16.54545455,19.07878403,17.2085049,20.88061302,18.86796226,3.5,3.333333333,0.5,0.666666667,3.428571429,3.272727273,3.464101615,3.301927249,3.535533906,3.366501646,11.0,12.0,3.0,6.666666667,10.18181818,11.2,10.58300524,11.61757147,11.40175425,12.32882801,1.865,1.876666667,0.035,0.656666667,1.864343164,1.876079137,1.864671553,1.876374104,1.865328389,1.876956757,9.575,10.40333333,2.485,5.676666667,8.930067885,9.775769817,9.246912998,10.10292084,9.892211583,10.66388453,1749.0,1728.333333,62.0,521.0,1746.802173,1726.402524,1747.900741,1727.360053,1750.098569,1729.321543,carb_gr
FeTe,mp-21273,3.074505597,-79.68,1187.15,914.0,3.64344155,68.4455698,31.545753,0.12721748,-5.679081505,6.996625048,1.805992901,91.7225,91.7225,35.8775,35.8775,77.68892038,77.68892038,84.41458405,84.41458405,98.48965434,98.48965434,1.4,1.4,0.0,0.0,1.4,1.4,1.4,1.4,1.4,1.4,39.0,39.0,13.0,13.0,34.66666667,34.66666667,36.76955262,36.76955262,41.10960958,41.10960958,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,12.0,12.0,4.0,4.0,10.66666667,10.66666667,11.3137085,11.3137085,12.64911064,12.64911064,1.965,1.965,0.135,0.135,1.955725191,1.955725191,1.96035711,1.96035711,1.969631945,1.969631945,13.775,13.775,6.685,6.685,10.53077314,10.53077314,12.04414381,12.04414381,15.31142874,15.31142874,1266.83,1266.83,544.17,544.17,1033.080413,1033.080413,1144.000551,1144.000551,1378.760036,1378.760036,chalc
Ga2S3,mp-539,3.134543648,1008.97,1363.15,1090.0,4.087456889,52.05367506,22.90974052,-1.060454167,-4.355484055,3.436496462,13.77629102,50.894,47.1282,18.829,8.6502,43.92792854,40.90150339,47.28285096,43.74910499,54.26537088,50.61044582,1.15,1.12,0.15,0.08,1.130434783,1.101694915,1.140175425,1.110650307,1.15974135,1.1296017,23.5,22.0,7.5,2.8,21.10638298,19.84,22.27105745,20.84570882,24.66779277,23.19482701,3.5,3.4,0.5,0.2,3.428571429,3.333333333,3.464101615,3.365865436,3.535533906,3.435112807,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,2.195,2.272,0.385,0.824,2.127471526,2.204815864,2.160972004,2.238944115,2.22850847,2.303102256,13.665,14.038,1.865,4.598,13.41046469,13.78678905,13.53713411,13.91411782,13.79168046,14.15643105,345.635,354.18,42.725,111.852,340.353632,348.9813628,342.9841507,351.6139847,348.2656728,356.6453154,chalc
Ga2Se3,mp-1340,3.111648904,875.586,1293.15,1020.0,3.299999229,39.82464959,18.09822589,-0.584417092,-3.893199947,4.767617677,12.79425725,74.3415,75.2652,4.6185,19.4868,74.05457356,74.98628507,74.19789808,75.12676875,74.48482506,75.40111174,1.225,1.21,0.075,0.17,1.220408163,1.205645161,1.222701926,1.207802836,1.227293771,1.212229351,32.5,32.8,1.5,8.0,32.43076923,32.73291925,32.46536616,32.76664891,32.53459697,32.83291032,4.0,4.0,0.0,0.8,4.0,4.0,4.0,4.0,4.0,4.0,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,2.18,2.254,0.37,0.806,2.117201835,2.191595442,2.148371476,2.223287049,2.211176158,2.282967367,14.11,14.572,2.31,5.132,13.7318214,14.19665885,13.91962643,14.38721371,14.297839,14.74672303,398.455,417.564,95.545,175.236,375.5443902,394.4618897,386.8301178,406.2202918,409.7502093,427.9291848,chalc
Ga2Te3,mp-38970,3.027410772,510.39,1065.15,792.0,2.892332372,27.83700951,15.78784623,-0.320915156,-3.418131682,5.226649508,2.08055156,98.6615,104.4492,28.9385,48.6708,90.17352057,95.79294483,94.32208013,100.1984102,102.817938,108.2292691,1.35,1.36,0.05,0.32,1.348148148,1.358208955,1.349073756,1.359108606,1.350925609,1.360882067,41.5,43.6,10.5,18.8,38.84337349,40.91370558,40.1497198,42.28113954,42.80770959,44.79732135,4.5,4.6,0.5,1.4,4.444444444,4.545454545,4.472135955,4.573050519,4.527692569,4.626013402,14.5,14.8,1.5,4.4,14.34482759,14.64788732,14.4222051,14.72479749,14.57737974,14.87279395,1.955,1.984,0.145,0.536,1.944245524,1.973520249,1.949615347,1.978805035,1.960369863,1.989080189,16.13,16.996,4.33,7.556,14.96763794,15.8168239,15.53795353,16.41709006,16.70107182,17.51750439,512.785,554.76,209.875,312.432,426.8863961,464.9453933,467.8685078,510.3708416,554.0721721,591.6453943,chalc
GaAs,mp-2534,3.179307575,814.695,1511.15,1238.0,3.186931365,49.40185769,24.71061403,-0.350102595,-4.193401585,5.053200543,3.364594949,72.3223,72.3223,2.5993,2.5993,72.22887984,72.22887984,72.27557483,72.27557483,72.368995,72.368995,1.225,1.225,0.075,0.075,1.220408163,1.220408163,1.222701926,1.222701926,1.227293771,1.227293771,32.0,32.0,1.0,1.0,31.96875,31.96875,31.98437118,31.98437118,32.01562119,32.01562119,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0,14.0,1.0,1.0,13.92857143,13.92857143,13.96424004,13.96424004,14.03566885,14.03566885,1.995,1.995,0.185,0.185,1.977844612,1.977844612,1.986403786,1.986403786,2.003559333,2.003559333,12.375,12.375,0.575,0.575,12.34828283,12.34828283,12.3616342,12.3616342,12.38835138,12.38835138,696.455,696.455,393.545,393.545,474.0749941,474.0749941,574.6058649,574.6058649,799.95452,799.95452,nitr_gr
GaP,mp-2490,3.238083757,1420.045,1730.15,1457.0,3.52074639,61.68255787,30.81288809,-0.408616724,-4.629304615,4.006314015,3.545616572,50.348381,50.348381,19.374619,19.374619,42.89281135,42.89281135,46.47132027,46.47132027,53.94752386,53.94752386,1.15,1.15,0.15,0.15,1.130434783,1.130434783,1.140175425,1.140175425,1.15974135,1.15974135,23.0,23.0,8.0,8.0,20.2173913,20.2173913,21.56385865,21.56385865,24.35159132,24.35159132,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,14.0,14.0,1.0,1.0,13.92857143,13.92857143,13.96424004,13.96424004,14.03566885,14.03566885,2.0,2.0,0.19,0.19,1.98195,1.98195,1.990954545,1.990954545,2.009004729,2.009004729,14.41,14.41,2.61,2.61,13.93726579,13.93726579,14.17166186,14.17166186,14.6444597,14.6444597,310.105,310.105,7.195,7.195,309.9380629,309.9380629,310.0215202,310.0215202,310.1884573,310.1884573,nitr_gr
GaS,mp-2507,3.092773262,892.515,1238.15,965.0,3.955793086,46.54185551,21.46648609,-0.983471753,-4.234011646,3.405806806,13.77629102,50.894,50.894,18.829,18.829,43.92792854,43.92792854,47.28285096,47.28285096,54.26537088,54.26537088,1.15,1.15,0.15,0.15,1.130434783,1.130434783,1.140175425,1.140175425,1.15974135,1.15974135,23.5,23.5,7.5,7.5,21.10638298,21.10638298,22.27105745,22.27105745,24.66779277,24.66779277,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,14.5,14.5,1.5,1.5,14.34482759,14.34482759,14.4222051,14.4222051,14.57737974,14.57737974,2.195,2.195,0.385,0.385,2.127471526,2.127471526,2.160972004,2.160972004,2.22850847,2.22850847,13.665,13.665,1.865,1.865,13.41046469,13.41046469,13.53713411,13.53713411,13.79168046,13.79168046,345.635,345.635,42.725,42.725,340.353632,340.353632,342.9841507,342.9841507,348.2656728,348.2656728,chalc
GaSb,mp-1156,2.993502362,381.805,985.15,712.0,2.865226255,33.64314351,18.37720043,-0.156577947,-3.7351227,5.287673764,1.429681588,95.7415,95.7415,26.0185,26.0185,88.67076952,88.67076952,92.13833339,92.13833339,99.21389603,99.21389603,1.375,1.375,0.075,0.075,1.370909091,1.370909091,1.372953022,1.372953022,1.377043935,1.377043935,41.0,41.0,10.0,10.0,38.56097561,38.56097561,39.7617907,39.7617907,42.20189569,42.20189569,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,14.0,14.0,1.0,1.0,13.92857143,13.92857143,13.96424004,13.96424004,14.03566885,14.03566885,1.93,1.93,0.12,0.12,1.92253886,1.92253886,1.926265818,1.926265818,1.933726971,1.933726971,14.995,14.995,3.195,3.195,14.31423808,14.31423808,14.65066551,14.65066551,15.33160298,15.33160298,603.345,603.345,300.435,300.435,453.7437118,453.7437118,523.224617,523.224617,674.007699,674.007699,nitr_gr
GaSe,mp-1572,3.091015907,834.695,1233.15,960.0,3.303983575,36.33269991,17.57868193,-0.591179396,-3.853180095,4.391991689,12.79425725,74.3415,74.3415,4.6185,4.6185,74.05457356,74.05457356,74.19789808,74.19789808,74.48482506,74.48482506,1.225,1.225,0.075,0.075,1.220408163,1.220408163,1.222701926,1.222701926,1.227293771,1.227293771,32.5,32.5,1.5,1.5,32.43076923,32.43076923,32.46536616,32.46536616,32.53459697,32.53459697,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,14.5,14.5,1.5,1.5,14.34482759,14.34482759,14.4222051,14.4222051,14.57737974,14.57737974,2.18,2.18,0.37,0.37,2.117201835,2.117201835,2.148371476,2.148371476,2.211176158,2.211176158,14.11,14.11,2.31,2.31,13.7318214,13.7318214,13.91962643,13.91962643,14.297839,14.297839,398.455,398.455,95.545,95.545,375.5443902,375.5443902,386.8301178,386.8301178,409.7502093,409.7502093,chalc
GaTe,mp-10009,3.040661666,585.365,1098.15,825.0,2.95676215,26.53635415,16.08387386,-0.364095405,-3.44979083,4.804722517,2.08055156,98.6615,98.6615,28.9385,28.9385,90.17352057,90.17352057,94.32208013,94.32208013,102.817938,102.817938,1.35,1.35,0.05,0.05,1.348148148,1.348148148,1.349073756,1.349073756,1.350925609,1.350925609,41.5,41.5,10.5,10.5,38.84337349,38.84337349,40.1497198,40.1497198,42.80770959,42.80770959,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,14.5,14.5,1.5,1.5,14.34482759,14.34482759,14.4222051,14.4222051,14.57737974,14.57737974,1.955,1.955,0.145,0.145,1.944245524,1.944245524,1.949615347,1.949615347,1.960369863,1.960369863,16.13,16.13,4.33,4.33,14.96763794,14.96763794,15.53795353,15.53795353,16.70107182,16.70107182,512.785,512.785,209.875,209.875,426.8863961,426.8863961,467.8685078,467.8685078,554.0721721,554.0721721,chalc
GdSe,mp-510404,3.387950132,1403.65,2443.15,2170.0,5.112813335,86.65174173,37.04939993,-1.847803276,-10.63382014,7.763412875,36.59484381,118.105,118.105,39.145,39.145,105.1306888,105.1306888,111.4291703,111.4291703,124.4231572,124.4231572,1.475,1.475,0.325,0.325,1.403389831,1.403389831,1.438749457,1.438749457,1.510380747,1.510380747,49.0,49.0,15.0,15.0,44.40816327,44.40816327,46.64761516,46.64761516,51.2445119,51.2445119,6.0,6.0,2.0,2.0,5.333333333,5.333333333,5.656854249,5.656854249,6.32455532,6.32455532,13.0,13.0,3.0,3.0,12.30769231,12.30769231,12.64911064,12.64911064,13.34166406,13.34166406,1.875,1.875,0.675,0.675,1.632,1.632,1.749285568,1.749285568,1.992799538,1.992799538,18.16,18.16,1.74,1.74,17.99328194,17.99328194,18.07644877,18.07644877,18.24316858,18.24316858,1039.5,1039.5,545.5,545.5,753.2371332,753.2371332,884.8672217,884.8672217,1173.938031,1173.938031,chalc
GeS,mp-2242,2.94848632,88.27,888.15,615.0,4.077047725,53.34059533,24.82716426,-0.584644292,-4.62989504,3.954535749,7.801377879,52.3525,52.3525,20.2875,20.2875,44.49074256,44.49074256,48.2618027,48.2618027,56.14594297,56.14594297,1.125,1.125,0.125,0.125,1.111111111,1.111111111,1.118033989,1.118033989,1.131923142,1.131923142,24.0,24.0,8.0,8.0,21.33333333,21.33333333,22.627417,22.627417,25.29822128,25.29822128,3.5,3.5,0.5,0.5,3.428571429,3.428571429,3.464101615,3.464101615,3.535533906,3.535533906,15.0,15.0,1.0,1.0,14.93333333,14.93333333,14.96662955,14.96662955,15.03329638,15.03329638,2.295,2.295,0.285,0.285,2.259607843,2.259607843,2.277235166,2.277235166,2.312628375,2.312628375,14.58,14.58,0.95,0.95,14.51810014,14.51810014,14.54901715,14.54901715,14.61091715,14.61091715,799.88,799.88,411.52,411.52,588.1623544,588.1623544,685.9003601,685.9003601,899.5313918,899.5313918,mix
